database,service,phase,status,table_name,chinese_name,field_order,field_name,data_type,meaning,rules
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_prompt_version,Prompt 版本表,9,change_note,VARCHAR(1000),版本变更说明,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_prompt_version,Prompt 版本表,10,publish_status,VARCHAR(20),发布状态,DRAFT/PUBLISHED/RETIRED
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_prompt_version,Prompt 版本表,11,published_by,BIGINT,发布人用户编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_prompt_version,Prompt 版本表,12,published_at,DATETIME(3),发布时间,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_prompt_version,Prompt 版本表,13,created_by,BIGINT,创建人用户编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_prompt_version,Prompt 版本表,14,created_at,DATETIME(3),创建时间,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,1,id,BIGINT,反馈主键,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,2,tenant_id,BIGINT,所属租户编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,3,conversation_id,BIGINT,会话编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,4,message_id,BIGINT,被评价的助手消息编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,5,user_id,BIGINT,反馈用户编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,6,rating,TINYINT,评分,-1-差评；1-好评
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,7,feedback_type,VARCHAR(50),反馈问题类型,INACCURATE/UNSAFE/IRRELEVANT/OUTDATED 等
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,8,comment,VARCHAR(2000),用户反馈说明,敏感
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,9,issue_tags_json,JSON,问题标签集合,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,10,corrected_answer,MEDIUMTEXT,用户提供的参考修正答案,敏感
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,11,created_at,DATETIME(3),创建时间,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_message_feedback,消息反馈表,12,updated_at,DATETIME(3),更新时间,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,1,id,BIGINT,调用记录主键,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,2,tenant_id,BIGINT,所属租户编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,3,request_id,VARCHAR(64),请求链路编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,4,conversation_id,BIGINT,关联会话编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,5,message_id,BIGINT,关联生成消息编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,6,user_id,BIGINT,发起用户编号,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,7,provider_code,VARCHAR(100),供应商配置编码,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,8,model_code,VARCHAR(100),平台模型编码,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,9,call_type,VARCHAR(30),调用类型,CHAT/EMBEDDING/RERANK/JUDGE
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,10,call_status,VARCHAR(20),调用状态,SUCCESS/FAILURE/TIMEOUT/CANCELLED
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,11,prompt_tokens,INT,输入 Token 数,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,12,completion_tokens,INT,输出 Token 数,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,13,total_tokens,INT,总 Token 数,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,14,cached_tokens,INT,缓存 Token 数,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,15,latency_ms,BIGINT,总调用耗时,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,16,first_token_latency_ms,BIGINT,首 Token 延迟,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,17,estimated_cost,"DECIMAL(18,8)",估算费用,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,18,currency,VARCHAR(10),费用币种,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,19,error_code,VARCHAR(100),失败错误码,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,20,error_message,VARCHAR(2000),脱敏后的错误信息,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,21,request_metadata_json,JSON,脱敏请求元数据,不保存完整 Prompt 或密钥
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,22,response_metadata_json,JSON,供应商响应元数据,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,23,started_at,DATETIME(3),调用开始时间,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,24,finished_at,DATETIME(3),调用结束时间,
eap_ai,ai-service,模型与 Prompt 管理,规划,ai_model_call,模型调用记录表,25,created_at,DATETIME(3),记录创建时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,1,id,BIGINT,知识库主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,3,kb_code,VARCHAR(100),知识库编码,租户内唯一
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,4,kb_name,VARCHAR(150),知识库名称,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,5,description,VARCHAR(2000),知识库说明,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,6,visibility,VARCHAR(20),可见范围,PRIVATE/TENANT/PUBLIC
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,7,owner_user_id,BIGINT,知识库负责人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,8,embedding_model_code,VARCHAR(100),向量模型编码,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,9,rerank_model_code,VARCHAR(100),重排模型编码,可为空
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,10,default_retrieval_config_id,BIGINT,默认检索配置编号,可为空
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,11,status,TINYINT,知识库状态,0-禁用；1-启用；2-构建中
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,12,version,INT,乐观锁版本号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,13,deleted,TINYINT,逻辑删除标记,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,14,created_by,BIGINT,创建人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,15,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,16,updated_by,BIGINT,最后更新人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base,知识库表,17,updated_at,DATETIME(3),最后更新时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base_member,知识库成员表,1,id,BIGINT,成员授权主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base_member,知识库成员表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base_member,知识库成员表,3,knowledge_base_id,BIGINT,知识库编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base_member,知识库成员表,4,subject_type,VARCHAR(20),授权主体类型,USER/DEPARTMENT/ROLE
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base_member,知识库成员表,5,subject_id,BIGINT,授权主体编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base_member,知识库成员表,6,access_level,VARCHAR(20),访问级别,VIEW/EDIT/MANAGE
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base_member,知识库成员表,7,created_by,BIGINT,创建人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_knowledge_base_member,知识库成员表,8,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,1,id,BIGINT,检索配置主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,3,knowledge_base_id,BIGINT,知识库编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,4,config_name,VARCHAR(100),配置名称,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,5,chunk_top_k,INT,初始召回切片数量,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,6,rerank_top_n,INT,重排后保留数量,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,7,score_threshold,"DECIMAL(8,6)",最低相关性阈值,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,8,vector_weight,"DECIMAL(5,4)",向量检索权重,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,9,keyword_weight,"DECIMAL(5,4)",关键词检索权重,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,10,max_context_tokens,INT,送入模型的最大上下文 Token,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,11,query_rewrite_enabled,TINYINT,是否启用查询改写,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,12,multi_query_enabled,TINYINT,是否启用多查询扩展,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,13,metadata_filter_json,JSON,默认元数据过滤条件,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,14,status,TINYINT,配置状态,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,15,version,INT,乐观锁版本号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,16,deleted,TINYINT,逻辑删除标记,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,17,created_by,BIGINT,创建人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,18,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,19,updated_by,BIGINT,最后更新人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_config,检索配置表,20,updated_at,DATETIME(3),最后更新时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,1,id,BIGINT,文档主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,3,knowledge_base_id,BIGINT,所属知识库编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,4,document_name,VARCHAR(255),文档展示名称,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,5,source_type,VARCHAR(30),来源类型,UPLOAD/URL/WEBHOOK/DRIVE/API
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,6,source_uri,VARCHAR(1000),原始来源地址,可为空；可能包含内部地址
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,7,file_name,VARCHAR(255),原始文件名,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,8,file_extension,VARCHAR(30),文件扩展名,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,9,mime_type,VARCHAR(100),MIME 类型,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,10,file_size_bytes,BIGINT,文件大小,单位字节
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,11,file_hash,VARCHAR(128),文件内容摘要,用于去重和版本识别
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,12,current_version_id,BIGINT,当前有效文档版本编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,13,parsing_status,VARCHAR(20),解析状态,PENDING/RUNNING/SUCCESS/FAILED
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,14,indexing_status,VARCHAR(20),索引状态,PENDING/RUNNING/SUCCESS/FAILED
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,15,chunk_count,INT,当前版本切片数量,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,16,language,VARCHAR(20),文档主要语言,如 zh-CN、en-US
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,17,status,TINYINT,文档状态,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,18,version,INT,乐观锁版本号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,19,deleted,TINYINT,逻辑删除标记,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,20,created_by,BIGINT,创建人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,21,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,22,updated_by,BIGINT,最后更新人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document,知识文档表,23,updated_at,DATETIME(3),最后更新时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,1,id,BIGINT,文档版本主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,3,document_id,BIGINT,文档编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,4,version_no,INT,文档版本号,同一文档内递增
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,5,storage_uri,VARCHAR(1000),原始文件对象存储地址,敏感
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,6,file_hash,VARCHAR(128),版本文件摘要,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,7,extractor_code,VARCHAR(100),文本提取器编码,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,8,parser_config_json,JSON,解析和切片参数快照,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,9,extracted_content_uri,VARCHAR(1000),提取正文对象存储地址,敏感
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,10,text_length,BIGINT,提取文本字符数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,11,page_count,INT,页数或逻辑页面数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,12,version_status,VARCHAR(20),版本处理状态,PENDING/PROCESSING/READY/FAILED
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,13,error_message,VARCHAR(2000),脱敏后的失败说明,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,14,created_by,BIGINT,创建人用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_version,文档版本表,15,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,1,id,BIGINT,任务主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,3,knowledge_base_id,BIGINT,知识库编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,4,document_id,BIGINT,文档编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,5,document_version_id,BIGINT,文档版本编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,6,task_type,VARCHAR(30),任务类型,FULL/PARSE/CHUNK/EMBED/DELETE_INDEX
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,7,task_status,VARCHAR(20),任务状态,PENDING/RUNNING/SUCCESS/FAILED/CANCELLED
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,8,current_stage,VARCHAR(30),当前处理阶段,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,9,progress_percent,INT,进度百分比,0 至 100
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,10,retry_count,INT,已重试次数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,11,max_retries,INT,最大重试次数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,12,error_code,VARCHAR(100),失败错误码,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,13,error_message,VARCHAR(2000),脱敏后的失败说明,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,14,worker_id,VARCHAR(100),执行工作节点标识,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,15,started_at,DATETIME(3),任务开始时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,16,finished_at,DATETIME(3),任务结束时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,17,created_at,DATETIME(3),任务创建时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_ingestion_task,知识摄取任务表,18,updated_at,DATETIME(3),任务更新时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,1,id,BIGINT,切片主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,3,knowledge_base_id,BIGINT,知识库编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,4,document_id,BIGINT,文档编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,5,document_version_id,BIGINT,文档版本编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,6,chunk_no,INT,文档版本内切片序号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,7,chunk_text,MEDIUMTEXT,切片正文,可能包含企业知识
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,8,chunk_hash,VARCHAR(128),切片内容摘要,用于去重和变更检测
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,9,token_count,INT,切片 Token 数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,10,char_count,INT,切片字符数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,11,page_no,INT,原文页码或逻辑页码,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,12,section_title,VARCHAR(500),章节标题,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,13,start_offset,BIGINT,提取正文中的起始字符偏移,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,14,end_offset,BIGINT,结束字符偏移,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,15,metadata_json,JSON,标题、表格、标签等元数据,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,16,embedding_status,VARCHAR(20),向量化状态,PENDING/SUCCESS/FAILED
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,17,vector_id,VARCHAR(200),向量数据库记录编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,18,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_document_chunk,文档切片表,19,updated_at,DATETIME(3),更新时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,1,id,BIGINT,检索日志主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,3,request_id,VARCHAR(64),请求链路编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,4,conversation_id,BIGINT,关联 AI 会话编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,5,message_id,BIGINT,关联用户问题消息编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,6,user_id,BIGINT,发起用户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,7,knowledge_base_id,BIGINT,知识库编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,8,retrieval_config_id,BIGINT,使用的检索配置编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,9,original_query,TEXT,用户原始检索问题,敏感
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,10,rewritten_query,TEXT,改写后的检索问题,可为空；敏感
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,11,top_k,INT,实际召回数量,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,12,score_threshold,"DECIMAL(8,6)",实际最低分阈值,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,13,retrieval_mode,VARCHAR(30),检索模式,VECTOR/KEYWORD/HYBRID
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,14,latency_ms,BIGINT,检索总耗时,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,15,result_count,INT,检索命中数量,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,16,filter_json,JSON,实际元数据过滤条件,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_log,检索日志表,17,created_at,DATETIME(3),检索时间,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,1,id,BIGINT,命中明细主键,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,3,retrieval_log_id,BIGINT,检索日志编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,4,rank_no,INT,最终排序名次,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,5,chunk_id,BIGINT,命中切片编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,6,document_id,BIGINT,命中文档编号,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,7,vector_score,"DECIMAL(10,8)",向量相似度分数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,8,keyword_score,"DECIMAL(10,8)",关键词检索分数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,9,rerank_score,"DECIMAL(10,8)",重排模型分数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,10,final_score,"DECIMAL(10,8)",最终融合分数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,11,selected_for_context,TINYINT,是否进入模型上下文,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,12,context_token_count,INT,进入上下文的 Token 数,
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,13,citation_label,VARCHAR(50),回答引用标签,如 [1]、[2]
eap_knowledge,knowledge-service,RAG 与知识库,规划,kb_retrieval_hit,检索命中明细表,14,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,1,id,BIGINT,评测数据集主键,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,3,knowledge_base_id,BIGINT,目标知识库编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,4,dataset_name,VARCHAR(150),数据集名称,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,5,description,VARCHAR(2000),数据集说明,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,6,status,TINYINT,数据集状态,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,7,version,INT,乐观锁版本号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,8,deleted,TINYINT,逻辑删除标记,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,9,created_by,BIGINT,创建人用户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,10,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,11,updated_by,BIGINT,最后更新人用户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_dataset,RAG 评测数据集表,12,updated_at,DATETIME(3),最后更新时间,
